id,sta,ymd,ydec,doy,x,y,z,zone,utm_e,utm_n,lat,lon,ell_h,msl_h
KOGD211,KOGD,2020-07-29 00:00:00,2020.5765027,211,-1356671.06661,6098368.04211,1280387.72602,47,886290.0806,1291158.4200,11.658062941119,102.542041269427,35.9757,55.8155
KOGD212,KOGD,2020-07-30 00:00:00,2020.5792350,212,-1356671.06662,6098368.05451,1280387.72978,47,886290.0778,1291158.4212,11.658062952333,102.542041244747,35.9883,55.8281
KOGD213,KOGD,2020-07-31 00:00:00,2020.5819672,213,-1356671.07020,6098368.05036,1280387.72296,47,886290.0823,1291158.4152,11.658062897905,102.542041285081,35.9837,55.8236
KOGD214,KOGD,2020-08-01 00:00:00,2020.5846995,214,-1356671.06623,6098368.04507,1280387.72585,47,886290.0795,1291158.4192,11.658062934497,102.542041260052,35.9784,55.8182
KOGD215,KOGD,2020-08-02 00:00:00,2020.5874317,215,-1356671.06872,6098368.04666,1280387.72691,47,886290.0816,1291158.4199,11.658062940106,102.542041279239,35.9807,55.8205
KOGD216,KOGD,2020-08-03 00:00:00,2020.5901639,216,-1356671.06854,6098368.04373,1280387.72772,47,886290.0821,1291158.4213,11.658062952509,102.542041283431,35.9780,55.8178
KOGD217,KOGD,2020-08-04 00:00:00,2020.5928962,217,-1356671.06600,6098368.04718,1280387.72264,47,886290.0789,1291158.4157,11.658062902407,102.542041253857,35.9798,55.8196
KOGD218,KOGD,2020-08-05 00:00:00,2020.5956284,218,-1356671.06890,6098368.04182,1280387.73118,47,886290.0828,1291158.4250,11.658062986398,102.542041290496,35.9770,55.8168
KOGD219,KOGD,2020-08-06 00:00:00,2020.5983607,219,-1356671.06213,6098368.04443,1280387.72075,47,886290.0757,1291158.4145,11.658062892154,102.542041224680,35.9759,55.8157
KOGD220,KOGD,2020-08-07 00:00:00,2020.6010929,220,-1356671.06754,6098368.04609,1280387.72708,47,886290.0806,1291158.4202,11.658062943089,102.542041269814,35.9799,55.8197
KOGD221,KOGD,2020-08-08 00:00:00,2020.6038251,221,-1356671.06817,6098368.04470,1280387.72583,47,886290.0815,1291158.4192,11.658062934221,102.542041278236,35.9785,55.8183
KOGD222,KOGD,2020-08-09 00:00:00,2020.6065574,222,-1356671.06658,6098368.04512,1280387.72232,47,886290.0799,1291158.4158,11.658062903073,102.542041263105,35.9778,55.8176
KOGD223,KOGD,2020-08-10 00:00:00,2020.6092896,223,-1356671.06441,6098368.04077,1280387.72514,47,886290.0787,1291158.4195,11.658062936599,102.542041252373,35.9738,55.8136
KOGD224,KOGD,2020-08-11 00:00:00,2020.6120219,224,-1356671.06423,6098368.03545,1280387.72325,47,886290.0797,1291158.4187,11.658062929435,102.542041261387,35.9683,55.8081
KOGD225,KOGD,2020-08-12 00:00:00,2020.6147541,225,-1356671.07086,6098368.05471,1280387.72406,47,886290.0820,1291158.4154,11.658062899674,102.542041282364,35.9883,55.8281
KOGD226,KOGD,2020-08-13 00:00:00,2020.6174863,226,-1356671.06685,6098368.05629,1280387.72940,47,886290.0777,1291158.4205,11.658062945728,102.542041243312,35.9900,55.8298
KOGD227,KOGD,2020-08-14 00:00:00,2020.6202186,227,-1356671.06498,6098368.04531,1280387.72728,47,886290.0782,1291158.4206,11.658062947241,102.542041248432,35.9787,55.8185
KOGD228,KOGD,2020-08-15 00:00:00,2020.6229508,228,-1356671.06702,6098368.04374,1280387.72730,47,886290.0806,1291158.4209,11.658062949431,102.542041269846,35.9776,55.8174
KOGD229,KOGD,2020-08-16 00:00:00,2020.6256831,229,-1356671.06796,6098368.03596,1280387.72533,47,886290.0832,1291158.4205,11.658062945504,102.542041293702,35.9700,55.8098
KOGD230,KOGD,2020-08-17 00:00:00,2020.6284153,230,-1356671.06861,6098368.03840,1280387.72553,47,886290.0833,1291158.4202,11.658062942578,102.542041294639,35.9725,55.8123
KOGD231,KOGD,2020-08-18 00:00:00,2020.6311475,231,-1356671.06773,6098368.04342,1280387.72826,47,886290.0813,1291158.4219,11.658062958156,102.542041276793,35.9777,55.8175
KOGD232,KOGD,2020-08-19 00:00:00,2020.6338798,232,-1356671.06619,6098368.04030,1280387.72552,47,886290.0805,1291158.4199,11.658062940118,102.542041269190,35.9738,55.8136
KOGD233,KOGD,2020-08-20 00:00:00,2020.6366120,233,-1356671.06541,6098368.04705,1280387.72959,47,886290.0783,1291158.4225,11.658062964428,102.542041248825,35.9809,55.8207
KOGD234,KOGD,2020-08-21 00:00:00,2020.6393443,234,-1356671.06769,6098368.04299,1280387.72513,47,886290.0814,1291158.4189,11.658062931267,102.542041277334,35.9766,55.8164
KOGD236,KOGD,2020-08-23 00:00:00,2020.6448087,236,-1356671.06220,6098368.03454,1280387.72619,47,886290.0779,1291158.4218,11.658062957875,102.542041245013,35.9676,55.8074
KOGD237,KOGD,2020-08-24 00:00:00,2020.6475410,237,-1356671.06378,6098368.03473,1280387.72346,47,886290.0794,1291158.4190,11.658062932784,102.542041258777,35.9675,55.8074
KOGD238,KOGD,2020-08-25 00:00:00,2020.6502732,238,-1356671.06394,6098368.03632,1280387.72534,47,886290.0792,1291158.4206,11.658062946489,102.542041257000,35.9695,55.8093
KOGD241,KOGD,2020-08-28 00:00:00,2020.6584699,241,-1356671.06302,6098368.04551,1280387.72941,47,886290.0763,1291158.4227,11.658062966539,102.542041230438,35.9789,55.8187
KOGD243,KOGD,2020-08-30 00:00:00,2020.6639344,243,-1356671.06525,6098368.04253,1280387.72759,47,886290.0791,1291158.4215,11.658062954829,102.542041256374,35.9761,55.8160
KOGD244,KOGD,2020-08-31 00:00:00,2020.6666667,244,-1356671.06477,6098368.04062,1280387.72748,47,886290.0791,1291158.4218,11.658062957451,102.542041255896,35.9742,55.8140
KOGD246,KOGD,2020-09-02 00:00:00,2020.6721311,246,-1356671.06635,6098368.05040,1280387.72149,47,886290.0786,1291158.4139,11.658062886384,102.542041250569,35.9827,55.8225
KOGD247,KOGD,2020-09-03 00:00:00,2020.6748634,247,-1356671.06717,6098368.04335,1280387.72335,47,886290.0809,1291158.4171,11.658062915093,102.542041271932,35.9765,55.8163
KOGD248,KOGD,2020-09-04 00:00:00,2020.6775956,248,-1356671.06260,6098368.03064,1280387.72409,47,886290.0791,1291158.4205,11.658062946145,102.542041256346,35.9635,55.8033
KOGD249,KOGD,2020-09-05 00:00:00,2020.6803279,249,-1356671.06160,6098368.03452,1280387.72425,47,886290.0773,1291158.4199,11.658062940977,102.542041239678,35.9670,55.8069
KOGD250,KOGD,2020-09-06 00:00:00,2020.6830601,250,-1356671.06732,6098368.03736,1280387.72627,47,886290.0823,1291158.4212,11.658062951527,102.542041285191,35.9714,55.8112
KOGD251,KOGD,2020-09-07 00:00:00,2020.6857923,251,-1356671.06507,6098368.02915,1280387.71910,47,886290.0819,1291158.4158,11.658062903611,102.542041281402,35.9616,55.8014
KOGD252,KOGD,2020-09-08 00:00:00,2020.6885246,252,-1356671.06562,6098368.03355,1280387.72531,47,886290.0814,1291158.4210,11.658062950500,102.542041277597,35.9672,55.8070
KOGD253,KOGD,2020-09-09 00:00:00,2020.6912568,253,-1356671.06515,6098368.03787,1280387.72576,47,886290.0800,1291158.4206,11.658062946955,102.542041264738,35.9713,55.8111
KOGD254,KOGD,2020-09-10 00:00:00,2020.6939891,254,-1356671.06619,6098368.03641,1280387.72566,47,886290.0814,1291158.4208,11.658062948280,102.542041277023,35.9701,55.8099
KOGD255,KOGD,2020-09-11 00:00:00,2020.6967213,255,-1356671.06806,6098368.03166,1280387.72266,47,886290.0843,1291158.4187,11.658062929428,102.542041303201,35.9654,55.8052
KOGD256,KOGD,2020-09-12 00:00:00,2020.6994536,256,-1356671.06312,6098368.04453,1280387.72905,47,886290.0766,1291158.4226,11.658062965070,102.542041233356,35.9779,55.8177
KOGD258,KOGD,2020-09-14 00:00:00,2020.7049180,258,-1356671.06555,6098368.03677,1280387.72434,47,886290.0807,1291158.4194,11.658062936234,102.542041270545,35.9700,55.8099
KOGD259,KOGD,2020-09-15 00:00:00,2020.7076503,259,-1356671.07228,6098368.04717,1280387.72329,47,886290.0850,1291158.4161,11.658062905696,102.542041310097,35.9812,55.8210
KOGD262,KOGD,2020-09-18 00:00:00,2020.7158470,262,-1356671.07091,6098368.04501,1280387.72471,47,886290.0841,1291158.4180,11.658062922638,102.542041302131,35.9791,55.8189
KOGD264,KOGD,2020-09-20 00:00:00,2020.7213115,264,-1356671.06763,6098368.03887,1280387.72140,47,886290.0823,1291158.4161,11.658062905631,102.542041285000,35.9719,55.8117
KOGD266,KOGD,2020-09-22 00:00:00,2020.7267760,266,-1356671.07162,6098368.03783,1280387.72807,47,886290.0863,1291158.4227,11.658062964931,102.542041322801,35.9731,55.8129
KOGD267,KOGD,2020-09-23 00:00:00,2020.7295082,267,-1356671.06482,6098368.04129,1280387.72742,47,886290.0790,1291158.4216,11.658062955730,102.542041254980,35.9748,55.8146
KOGD268,KOGD,2020-09-24 00:00:00,2020.7322404,268,-1356671.06870,6098368.03128,1280387.72413,47,886290.0849,1291158.4202,11.658062942924,102.542041309662,35.9654,55.8052
