id,sta,ymd,ydec,doy,x,y,z,zone,utm_e,utm_n,lat,lon,ell_h,msl_h
BOBR321,BOBR,2020-11-16 00:00:00,2020.8770492,321,-1391662.83030,5971556.55422,1750910.60974,47,940888.5734,1777625.3042,16.038931278045,103.118549073336,151.3109,179.7293
BOBR322,BOBR,2020-11-17 00:00:00,2020.8797814,322,-1391662.83385,5971556.55674,1750910.61293,47,940888.5762,1777625.3064,16.038931297632,103.118549100345,151.3150,179.7333
BOBR324,BOBR,2020-11-19 00:00:00,2020.8852459,324,-1391662.83959,5971556.55892,1750910.61625,47,940888.5813,1777625.3087,16.038931317857,103.118549147907,151.3192,179.7375
BOBR325,BOBR,2020-11-20 00:00:00,2020.8879781,325,-1391662.83502,5971556.54639,1750910.60882,47,940888.5797,1777625.3052,16.038931286394,103.118549132882,151.3044,179.7227
BOBR326,BOBR,2020-11-21 00:00:00,2020.8907104,326,-1391662.83803,5971556.56267,1750910.61751,47,940888.5789,1777625.3090,16.038931320610,103.118549125753,151.3227,179.7410
BOBR327,BOBR,2020-11-22 00:00:00,2020.8934426,327,-1391662.82805,5971556.53875,1750910.60907,47,940888.5746,1777625.3079,16.038931311107,103.118549085714,151.2958,179.7141
BOBR328,BOBR,2020-11-23 00:00:00,2020.8961749,328,-1391662.83405,5971556.56032,1750910.61360,47,940888.5756,1777625.3061,16.038931294632,103.118549094575,151.3185,179.7369
BOBR330,BOBR,2020-11-25 00:00:00,2020.9016393,330,-1391662.83583,5971556.54768,1750910.61052,47,940888.5802,1777625.3065,16.038931297550,103.118549137524,151.3062,179.7246
BOBR331,BOBR,2020-11-26 00:00:00,2020.9043716,331,-1391662.83583,5971556.55096,1750910.61571,47,940888.5794,1777625.3106,16.038931334721,103.118549130580,151.3107,179.7291
BOBR332,BOBR,2020-11-27 00:00:00,2020.9071038,332,-1391662.83200,5971556.54458,1750910.60710,47,940888.5772,1777625.3042,16.038931277605,103.118549109246,151.3016,179.7199
