id,sta,ymd,ydec,doy,x,y,z,zone,utm_e,utm_n,lat,lon,ell_h,msl_h
THAI195,THAI,2020-07-13 00:00:00,2020.5327869,195,-1150486.09458,6080853.91038,1537596.42342,47,685044.8440,1553154.1346,14.043005687060,100.713616735157,-7.2702,22.9876
THAI196,THAI,2020-07-14 00:00:00,2020.5355191,196,-1150486.09459,6080853.89895,1537596.42211,47,685044.8462,1553154.1361,14.043005700223,100.713616754920,-7.2815,22.9764
THAI198,THAI,2020-07-16 00:00:00,2020.5409836,198,-1150486.09385,6080853.90697,1537596.42277,47,685044.8439,1553154.1348,14.043005689028,100.713616734334,-7.2738,22.9841
THAI199,THAI,2020-07-17 00:00:00,2020.5437158,199,-1150486.09268,6080853.90175,1537596.42126,47,685044.8438,1553154.1347,14.043005687562,100.713616732694,-7.2793,22.9785
THAI200,THAI,2020-07-18 00:00:00,2020.5464481,200,-1150486.09472,6080853.90761,1537596.42542,47,685044.8447,1553154.1372,14.043005710588,100.713616741174,-7.2724,22.9855
THAI201,THAI,2020-07-19 00:00:00,2020.5491803,201,-1150486.09775,6080853.89958,1537596.42443,47,685044.8491,1553154.1381,14.043005717976,100.713616782522,-7.2797,22.9782
THAI202,THAI,2020-07-20 00:00:00,2020.5519126,202,-1150486.09602,6080853.90158,1537596.42076,47,685044.8471,1553154.1341,14.043005682177,100.713616763370,-7.2790,22.9789
THAI203,THAI,2020-07-21 00:00:00,2020.5546448,203,-1150486.09400,6080853.89924,1537596.41851,47,685044.8455,1553154.1326,14.043005668297,100.713616749000,-7.2822,22.9757
THAI204,THAI,2020-07-22 00:00:00,2020.5573770,204,-1150486.09029,6080853.89636,1537596.41907,47,685044.8424,1553154.1339,14.043005680964,100.713616720198,-7.2854,22.9724
THAI205,THAI,2020-07-23 00:00:00,2020.5601093,205,-1150486.09307,6080853.90065,1537596.41859,47,685044.8444,1553154.1323,14.043005666320,100.713616738162,-7.2810,22.9769
THAI206,THAI,2020-07-24 00:00:00,2020.5628415,206,-1150486.09692,6080853.90685,1537596.41980,47,685044.8470,1553154.1319,14.043005662042,100.713616762487,-7.2741,22.9838
THAI207,THAI,2020-07-25 00:00:00,2020.5655738,207,-1150486.09708,6080853.90869,1537596.42205,47,685044.8468,1553154.1336,14.043005677734,100.713616760766,-7.2717,22.9861
THAI208,THAI,2020-07-26 00:00:00,2020.5683060,208,-1150486.09264,6080853.90172,1537596.41778,47,685044.8438,1553154.1313,14.043005657094,100.713616732420,-7.2802,22.9777
THAI209,THAI,2020-07-27 00:00:00,2020.5710383,209,-1150486.09212,6080853.89914,1537596.41828,47,685044.8437,1553154.1324,14.043005667247,100.713616732084,-7.2826,22.9752
THAI211,THAI,2020-07-29 00:00:00,2020.5765027,211,-1150486.09764,6080853.90242,1537596.42253,47,685044.8485,1553154.1356,14.043005695257,100.713616776686,-7.2775,22.9804
THAI339,THAI,2020-12-04 00:00:00,2020.9262295,339,-1150486.10469,6080853.89209,1537596.41510,47,685044.8574,1553154.1306,14.043005649480,100.713616858556,-7.2879,22.9700
THAI341,THAI,2020-12-06 00:00:00,2020.9316940,341,-1150486.10574,6080853.88992,1537596.41973,47,685044.8588,1553154.1355,14.043005694247,100.713616871863,-7.2886,22.9692
THAI342,THAI,2020-12-07 00:00:00,2020.9344262,342,-1150486.10526,6080853.89062,1537596.41957,47,685044.8582,1553154.1352,14.043005691546,100.713616866317,-7.2881,22.9698
THAI343,THAI,2020-12-08 00:00:00,2020.9371585,343,-1150486.10351,6080853.89412,1537596.41878,47,685044.8558,1553154.1337,14.043005677813,100.713616844305,-7.2853,22.9726
THAI344,THAI,2020-12-09 00:00:00,2020.9398907,344,-1150486.10408,6080853.89199,1537596.41833,47,685044.8568,1553154.1337,14.043005678236,100.713616853246,-7.2873,22.9706
THAI345,THAI,2020-12-10 00:00:00,2020.9426230,345,-1150486.10361,6080853.89753,1537596.41814,47,685044.8553,1553154.1322,14.043005664851,100.713616839406,-7.2821,22.9757
THAI346,THAI,2020-12-11 00:00:00,2020.9453552,346,-1150486.10345,6080853.89018,1537596.41933,47,685044.8565,1553154.1352,14.043005691138,100.713616850584,-7.2889,22.9690
THAI347,THAI,2020-12-12 00:00:00,2020.9480874,347,-1150486.10337,6080853.90141,1537596.42167,47,685044.8543,1553154.1347,14.043005687495,100.713616830491,-7.2776,22.9802
THAI348,THAI,2020-12-13 00:00:00,2020.9508197,348,-1150486.10167,6080853.90289,1537596.42340,47,685044.8524,1553154.1361,14.043005700237,100.713616812534,-7.2761,22.9818
THAI349,THAI,2020-12-14 00:00:00,2020.9535519,349,-1150486.10232,6080853.89563,1537596.41942,47,685044.8544,1553154.1340,14.043005680677,100.713616830897,-7.2839,22.9740
THAI353,THAI,2020-12-18 00:00:00,2020.9644809,353,-1150486.10285,6080853.89688,1537596.42205,47,685044.8547,1553154.1362,14.043005700859,100.713616833615,-7.2820,22.9759
THAI354,THAI,2020-12-19 00:00:00,2020.9672131,354,-1150486.10486,6080853.89899,1537596.42178,47,685044.8563,1553154.1354,14.043005693128,100.713616848267,-7.2796,22.9782
THAI355,THAI,2020-12-20 00:00:00,2020.9699454,355,-1150486.10441,6080853.89833,1537596.42226,47,685044.8559,1553154.1360,14.043005698891,100.713616845324,-7.2802,22.9776
THAI356,THAI,2020-12-21 00:00:00,2020.9726776,356,-1150486.10261,6080853.88808,1537596.41731,47,685044.8561,1553154.1337,14.043005678319,100.713616846526,-7.2915,22.9663
THAI357,THAI,2020-12-22 00:00:00,2020.9754098,357,-1150486.10465,6080853.89412,1537596.41782,47,685044.8570,1553154.1327,14.043005668993,100.713616854684,-7.2853,22.9726
THAI358,THAI,2020-12-23 00:00:00,2020.9781421,358,-1150486.10465,6080853.89274,1537596.41676,47,685044.8572,1553154.1320,14.043005662640,100.713616857043,-7.2869,22.9710
THAI359,THAI,2020-12-24 00:00:00,2020.9808743,359,-1150486.10281,6080853.89489,1537596.41877,47,685044.8550,1553154.1335,14.043005676340,100.713616836652,-7.2847,22.9732
THAI360,THAI,2020-12-25 00:00:00,2020.9836066,360,-1150486.10338,6080853.90439,1537596.41990,47,685044.8538,1553154.1323,14.043005665555,100.713616825479,-7.2752,22.9827
THAI361,THAI,2020-12-26 00:00:00,2020.9863388,361,-1150486.10304,6080853.89597,1537596.41964,47,685044.8550,1553154.1341,14.043005681540,100.713616836893,-7.2834,22.9745
THAI362,THAI,2020-12-27 00:00:00,2020.9890710,362,-1150486.10369,6080853.89309,1537596.41932,47,685044.8562,1553154.1344,14.043005684702,100.713616847736,-7.2861,22.9718
THAI363,THAI,2020-12-28 00:00:00,2020.9918033,363,-1150486.10468,6080853.89707,1537596.42307,47,685044.8564,1553154.1371,14.043005708561,100.713616849934,-7.2812,22.9767
THAI366,THAI,2020-12-31 00:00:00,2021.0000000,366,-1150486.10618,6080853.89360,1537596.41861,47,685044.8586,1553154.1335,14.043005676360,100.713616869476,-7.2853,22.9726
